タイトル,あらすじ,ジャンル
あなたとのキスまでの距離(字幕版),NYから車で1時間半ほど離れた湖畔沿いにある、緑豊かで静かな街、ウエスチェスター。高校で音楽を教えるキースは、妻メーガンと高校生の娘ローレンと3人暮らし。平和で幸せな生活を送る一方で、プロのチェロ奏者になる夢を諦めきれずにいたキース。ある日、ロンドンからの交換留学生ソフィーを預かることになる。18歳という年にしては大人びていて、どこか思いつめた様子のソフィー。実は彼女には天才的なピアノの才能があることを知るキース。ある事情からピアノを弾かなくなったソフィーと、音楽への情熱を捨てきれないキースは、互いにしか理解できない孤独感に共鳴し、次第に距離を縮めていく――。(C) 2012 Cookie Jar LLC. All rights reserved.,ロマンス
Boys on the Side (字幕版),幸せな花嫁を夢見るロビンはニューヨークの過酷な生活に見切りをつけ、サンディエゴに向かうためのドライブ・パートナーを探していた。そこへ、クラブをクビになった歌手ジェーンが、新天地ロサンゼルスに向かうために応募してきた。まったく気の合いそうにない二人。途中、ジェーンの女友達でセクシーだがまったく男運のないホリーが加わって、女三人の奇妙な旅が始まった…。,"ドラマ,コメディー"
ハイジャック・ゲーム(字幕版),ワシントンD.C.へ向かうため、飛行機に搭乗したFBI捜査官のグレッチェン・ブレアは、他のお客とのトラブルから幸運にもビジネスクラスへ席を移動することに。彼女は隣の席の男テリー・レノックスとの会話を楽しむが、テリーがある乗客の姿を見て青ざめた表情に一変。そして、彼女にこう告げるーー「俺を助けてくれたら、5000万ドル支払う」と。ブレアが驚愕するなか、機内では1人のスチュワーデスが、搭乗員の男を殺害。なんとこの飛行機には、ハイジャック犯の集団が乗り込んでいたのだった。(C)2017 ALTITUDE MOVIE LLC,"アクション,サスペンス"
Cobb (字幕版),数々の記録を打ち立てて引退した伝説の大リーガー、タイ・カップの人生を、一人のスポーツ記者の目を通してとらえた異色の伝記映画。,ドラマ
ジェニファー・ラヴ・ヒューイットのトゥルー・ラブ(字幕版),少女のような純真さを持つアリスとやり手弁護士のサムは周囲が羨むベストカップル！しかし、ココ最近はなんだかギクシャク。その上、サムに浮気疑惑が急浮上！自分に魅力が無いせいかしら？とサムの親友アーチーに相談したときナイスアイディアを思いついた！それは、エロティックな変装で別人になりすまし夫を誘惑、食いついたところでネタバラシしてハッピーエンド！というちょっと危険でとってもセクシーなゲーム。けれど“貞淑な妻”には見向きもせず“淫らな恋人”には大興奮する夫を見てアリスの気持ちは落ち込みまくり。一方、アリスへの恋心を隠し見守るアーチーも複雑な心境に。そんなある日、遂にサムの浮気相手と出会ってしまったアリス。嘘が全て剥がれ落ちた時、それぞれの真実の気持ちが溢れ出す―。(C) UK Film Council & Truth About Love (Commissioning) Limited,"ロマンス,コメディー"
ファントム・スレッド (吹替版),"1950年代のロンドン、英国ファッションの中心的存在として社交界から脚光を浴びる、オートクチュールの仕立て屋レイノルズ・ウッドコックは、若きウェイトレスアルマと出会う。レイノルズはアルマの""完璧な身体""を愛し、彼女をモデルに昼夜問わず取り憑かれたようにドレスを作り続けた。しかしアルマの出現とその行動により、完璧で規律的だったレイノルズの日常は思わぬ方向へと進みはじめ、やがてふたりは、後戻りできない禁断の愛の扉を開き、誰もが想像し得ない境地に達していく----。","ドラマ,ロマンス"
ロキシー　美しき復讐者(字幕版),道端で男に殴る蹴るの暴行を受け殺されかけていたロキシーを、車で突っ込み、男を跳ね飛ばして救ったヴィンセント。ロキシーは男の属する麻薬組織の秘密を知ってしまい、狙われていたのだ。組織から逃れるために街を出て、逃避行を繰り広げる二人。次第に心惹かれ合い、遠く離れたヴィンセントの故郷まで逃げてひっそりと愛をはぐくむ二人だったが、お互いに言えない重大な秘密があった……。ついには組織の執拗な追っ手が迫り、容赦のない壮絶な暴力の嵐が二人を襲う！――そして、追い詰められたロキシーは、決死の覚悟で立ち上がる。,"アクション,サスペンス,ドラマ"
Man On Fire (字幕版),誘拐が多発するメキシコシティ。人生に疲れた元CIAエージェントが、やむなく10才の少女のボディガードを引き受ける。しかし少女は誘拐されてしまい…。,"ドラマ,アドベンチャー"
コンプリート・アンノウン ～私の知らない彼女～ (字幕版) (4K UHD),衝撃的な過去を持つミステリアスな女性が、かつての恋人の前に再び現れ、彼が築き上げた妻との安定した生活をかき乱す。高い評価を受けている映画監督ジョシュア・マーストン（『そして、ひと粒のひかり』、『The Forgiveness of Blood（※原題）』）が贈るアイデンティティの探求を描くサスペンス。,ドラマ
ヒトラーへの285枚の葉書（字幕版）,“ペンと葉書”だけを武器に、ヒトラー政権に闘いを挑む1940年、ナチス政権下のベルリン。オットーとアンナ夫妻のもとに、最愛のひとり息子の訃報が届く。深い喪失感に駆られ、やがてヒトラー政権への不信感を募らせてゆく二人。そして、夫婦は痛烈な政権批判を記した葉書を街中に置き始めるのだが…。©XFILMECREATIVEPOOLGMBH/MASTERMOVIES/ALONEINBERLINLTD/PATHEPRODUCTION/BUFFALOFILMS2016,ドラマ
デンジャラス・プリズン ー牢獄の処刑人ー(吹替版),頭グシャッ！骨ボキッ！牢獄バイオレンス！愛するものため、男は暴力の化身と化す!! この男、収監してはならない。,ドラマ
米軍極秘部隊　ウォー・ピッグス（字幕版）,"第二次世界大戦末期のヨーロッパ戦線。アメリカ軍のウォシック中尉の元を、伝説の軍人レディング大佐が訪ねる。彼はウォシックを極秘部隊「ウォー・ピッグ」の指揮官に任命し、ある任務を託す。それはドイツ軍の支配地域に潜入しナチスの秘密兵器を破壊するという危険なミッションであった。そしてナチスに激しい憎悪を燃やすフランス外人部隊のピコー大尉をメンバーに加えたウォー・ピッグは過酷な任務を開始するのだった……。(C)2015 WAR PIGS, LLC","アクション,アドベンチャー,軍隊・戦争"
ウルフ・コップ(字幕版),小さな町の警官ルーは、特に大きな事件を扱うこともなく、日々酒に溺れ、面倒なことには目を背けるだらしない男。ある夜、遠方からの通報を受けたルーは、柄にもなく現場へ向かうが、現場で意識を失ってしまう。何が起こったか覚えていないルーだが、彼の五感は研ぎ澄まされ、体毛が尋常ではない速さで伸びてくる。そして、ついには狂気の狼人間に姿を変えてしまう。日が沈むまでの間、ルーは自分が狼人間になった元凶を捜査するのだが、果たして夜になった時、彼は人間としての正気を保つことが出来るのだろうか？,"アクション,ホラー"
